id,url,reviewers,date,game,score
2428,/articles/2008/11/12/call-of-duty-world-at-war-collectors-edition-review,[],2008-11-12T02:25:00.000Z,Call of Duty: World at War Collector's Edition Review,9.2
2429,/articles/2008/11/18/call-of-duty-world-at-war-final-fronts-review,['Sam Bishop'],2008-11-18T23:00:00.000Z,Call of Duty: World at War -- Final Fronts Review,4.5
2430,/articles/2008/12/05/call-of-duty-world-at-war-mobile-review,['Levi Buchanan'],2008-12-05T00:29:00.000Z,Call of Duty: World at War Mobile Review,6.5
2431,/articles/2008/11/12/call-of-duty-world-at-war-review,[],2008-11-12T00:00:00.000Z,Call of Duty: World at War Review,9.2
2432,/articles/2008/11/11/call-of-duty-world-at-war-review-3,[],2008-11-11T20:24:00.000Z,Call of Duty: World at War Review,9.2
2433,/articles/2008/11/11/call-of-duty-world-at-war-review-2,['Mark Bozon'],2008-11-11T22:28:00.000Z,Call of Duty: World at War Review,8
2434,/articles/2008/11/11/call-of-duty-world-at-war-review-4,[],2008-11-11T20:00:00.000Z,Call of Duty: World at War Review,9.2
2435,/articles/2008/11/14/call-of-duty-world-at-war-uk-review-2,['Martin Robinson'],2008-11-14T08:00:00.000Z,Call of Duty: World at War UK Review,8.7
2436,/articles/2008/11/17/call-of-duty-world-at-war-uk-review,['Martin Robinson'],2008-11-17T10:05:00.000Z,Call of Duty: World at War UK Review,8.7
2437,/articles/2009/11/16/call-of-duty-world-at-war-zombies-review,['Levi Buchanan'],2009-11-16T18:40:00.000Z,Call of Duty: World at War: Zombies Review,7
2438,/articles/2017/11/08/call-of-duty-ww2-review,['Miranda Sanchez'],2017-11-08T03:12:39.000Z,Call of Duty: WW2 Review,8
2439,/articles/2018/04/13/call-of-duty-ww2-the-war-machine-dlc-review,['Miranda Sanchez'],2018-04-13T22:33:25.000Z,Call of Duty: WW2 - The War Machine DLC Review,7.1
2440,/articles/2018/06/29/call-of-duty-ww2-united-front-dlc-review,['David Jagneaux'],2018-06-29T22:55:42.000Z,Call of Duty: WW2 - United Front DLC Review,6.5
2441,/articles/2018/02/08/call-of-duty-wwii-the-resistance-dlc-review,['Miranda Sanchez'],2018-02-08T01:13:34.000Z,Call of Duty: WWII - The Resistance DLC Review,7.7
2442,/articles/2007/07/03/call-of-juarez-au-360-review,['Bennett Ring'],2007-07-03T05:05:00.000Z,Call of Juarez: AU 360 Review,8.1
2443,/articles/2009/07/02/call-of-juarez-bound-in-blood-review,['Jeff Haynes'],2009-07-02T00:05:00.000Z,Call of Juarez: Bound in Blood Review,7.5
2444,/articles/2009/06/30/call-of-juarez-bound-in-blood-review-3,['Jeff Haynes'],2009-06-30T23:09:00.000Z,Call of Juarez: Bound in Blood Review,7.7
2445,/articles/2009/06/30/call-of-juarez-bound-in-blood-review-2,['Jeff Haynes'],2009-06-30T23:41:00.000Z,Call of Juarez: Bound in Blood Review,7.7
2446,/articles/2013/05/24/call-of-juarez-review-gunslinger-ps3,['Colin Moriarty'],2013-05-24T00:18:56.000Z,Call of Juarez: Gunslinger Review,7.5
2447,/articles/2007/06/05/call-of-juarez-review,['Jonathan Miller'],2007-06-05T20:18:00.000Z,Call of Juarez Review,7.5
2448,/articles/2007/07/18/call-of-juarez-review-2,['Dan Adams'],2007-07-18T23:37:00.000Z,Call of Juarez Review,6.8
2449,/articles/2011/07/20/call-of-juarez-the-cartel-review,['Anthony Gallegos'],2011-07-20T00:14:00.000Z,Call of Juarez: The Cartel Review,4.5
2450,/articles/2011/09/16/call-of-juarez-the-cartel-review-2,['Anthony Gallegos'],2011-09-16T21:38:00.000Z,Call of Juarez: The Cartel Review,4.5
2451,/articles/call-of-the-sea-review,['Simon Cardy'],2020-12-08T08:01:27.000Z,Call of the Sea Review,9
2452,/articles/2000/11/21/call-to-power-ii,[],2000-11-21T01:00:00.000Z,Call to Power II,6
2453,/articles/2009/01/12/calvin-tuckers-redneck-jamboree-review,['Aaron Thornton'],2009-01-12T18:50:00.000Z,Calvin Tucker's Redneck Jamboree Review,3.4
2454,/articles/2006/11/22/camp-lazlo-leaky-lake-games-review,['Jack DeVries'],2006-11-22T23:47:00.000Z,Camp Lazlo: Leaky Lake Games Review,4
2455,/articles/2009/10/07/canabalt-review,['Levi Buchanan'],2009-10-07T20:46:00.000Z,Canabalt Review,8
2456,/articles/2009/01/06/candace-kanes-candy-factory-review-2,['Adam Ballard'],2009-01-06T22:55:00.000Z,Candace Kane's Candy Factory Review,5.8
2457,/articles/2008/12/09/candace-kanes-candy-factory-review,['Adam Ballard'],2008-12-09T20:00:00.000Z,Candace Kane's Candy Factory Review,5.2
2458,/articles/2006/10/30/canis-canem-edit-aussie-review,['Patrick Kolan'],2006-10-30T02:33:00.000Z,Canis Canem Edit Aussie Review,9.1
2459,/articles/2006/10/24/canis-canem-edit-review,['Matt Wales'],2006-10-24T19:10:00.000Z,Canis Canem Edit Review,9.4
2460,/articles/2001/02/21/cannon-fodder,['Craig Harris'],2001-02-21T00:30:00.000Z,Cannon Fodder,9
2461,/articles/2000/11/17/cannon-spike,[],2000-11-17T01:00:00.000Z,Cannon Spike,8.8
2462,/articles/cant-drive-this-review,['Luke Reilly'],2021-03-30T06:55:00.000Z,Can't Drive This Review,7
2463,/articles/2010/11/05/capcom-arcade-iphone-review,['Levi Buchanan'],2010-11-05T17:08:00.000Z,Capcom Arcade iPhone Review,7.5
2464,/articles/2005/09/24/capcom-classics-collection,['Jeremy Dunham'],2005-09-24T03:35:00.000Z,Capcom Classics Collection,8.1
2465,/articles/2006/10/19/capcom-classics-collection-reloaded-review,['Jeremy Dunham'],2006-10-19T06:52:00.000Z,Capcom Classics Collection Reloaded Review,8
2466,/articles/2006/03/18/capcom-classics-collection-remixed,['Jeremy Dunham'],2006-03-18T02:30:00.000Z,Capcom Classics Collection Remixed,7.4
2467,/articles/2005/09/24/capcom-classics-collection-vol-1,['Jeremy Dunham'],2005-09-24T03:00:00.000Z,Capcom Classics Collection Vol. 1,8.1
2468,/articles/2006/11/27/capcom-classics-collection-volume-2-review,['Jeremy Dunham'],2006-11-27T09:30:00.000Z,Capcom Classics Collection Volume 2 Review,7
2469,/articles/2005/06/15/capcom-fighting-evolution,['Jeremy Dunham'],2005-06-15T00:46:00.000Z,Capcom Fighting Evolution,6.8
2470,/articles/2004/11/17/capcom-fighting-evolution-2,['Jeremy Dunham'],2004-11-17T03:30:00.000Z,Capcom Fighting Evolution,6.8
2471,/articles/2007/02/06/capcom-puzzle-world-review,['Jeremy Dunham'],2007-02-06T10:12:00.000Z,Capcom Puzzle World Review,6.9
2472,/articles/2001/11/06/capcom-vs-snk-2,['David Smith'],2001-11-06T08:00:00.000Z,Capcom Vs. SNK 2,8.4
2473,/articles/2002/09/27/capcom-vs-snk-2-e0,['Matt Casamassina'],2002-09-27T07:00:00.000Z,Capcom Vs. SNK 2: E0,6.6
2474,/articles/2003/02/07/capcom-vs-snk-2-review,[],2003-02-07T08:00:00.000Z,Capcom VS SNK 2 Review,8.6
2475,/articles/2000/11/13/capcom-vs-snk-millennium-fight-2000,['Jeremy Dunham'],2000-11-13T08:00:00.000Z,Capcom vs. SNK: Millennium Fight 2000,8.8
2476,/articles/2000/09/12/capcom-vs-snk-millennium-fight-2000-import,[],2000-09-12T07:00:00.000Z,Capcom vs. SNK: Millennium Fight 2000 (Import),8.8
2477,/articles/2002/08/07/capcom-vs-snk-millennium-fight-2000-pro,['Jeremy Dunham'],2002-08-07T07:00:00.000Z,Capcom vs. SNK: Millennium Fight 2000 Pro,8.2
2478,/articles/2007/09/25/capone-casino-ii-review,['George Roush'],2007-09-25T22:16:00.000Z,Capone Casino II Review,8
2479,/articles/2011/05/19/capsized-review,[],2011-05-19T23:10:00.000Z,Capsized Review,8.5
2480,/articles/2011/07/19/captain-america-super-soldier-ds-review,['Lucas M. Thomas'],2011-07-19T16:00:00.000Z,Captain America: Super Soldier DS Review,5.5
2481,/articles/2011/07/15/captain-america-super-soldier-review-2,['Daniel Krupa'],2011-07-15T12:56:00.000Z,Captain America: Super Soldier Review,5
2482,/articles/2011/11/03/captain-america-super-soldier-review,['Jonathan Drake'],2011-11-03T22:08:00.000Z,Captain America: Super Soldier Review,5
2483,/articles/2011/07/15/captain-america-super-soldier-review-3,['Daniel Krupa'],2011-07-15T12:45:00.000Z,Captain America: Super Soldier Review,5
2484,/articles/2011/07/20/captain-america-super-soldier-wii-review,['Audrey Drake'],2011-07-20T00:43:00.000Z,Captain America: Super Soldier Wii Review,5.5
2485,/articles/2014/12/01/captain-toad-treasure-tracker-review,['Marty Sliva'],2014-12-01T14:59:04.000Z,Captain Toad: Treasure Tracker Review,8.2
2486,/articles/2018/07/11/captain-toad-treasure-tracker-switch-and-3ds-review,['Joe Skrebels'],2018-07-11T13:00:00.000Z,Captain Toad: Treasure Tracker - Switch and 3DS Review,8.7
2487,/articles/1997/09/30/car-and-driver-presents-grand-tour-racing-98,[],1997-09-30T01:00:00.000Z,Car and Driver Presents Grand Tour Racing 98,6
2488,/articles/2002/12/13/car-battler-joe,['Nix'],2002-12-13T08:00:00.000Z,Car Battler Joe,7.7
2489,/articles/2010/06/10/carcassonne-iphone-review,['Levi Buchanan'],2010-06-10T19:28:00.000Z,Carcassonne iPhone Review,8
2490,/articles/2007/06/29/carcassonne-review,['Daemon Hatfield'],2007-06-29T00:05:00.000Z,Carcassonne Review,8
2491,/articles/2011/02/17/cardboard-castle-iphone-review,['Levi Buchanan'],2011-02-17T16:53:00.000Z,Cardboard Castle iPhone Review,7.5
2492,/articles/1998/10/24/cardinal-syn,['Craig Harris'],1998-10-24T01:00:00.000Z,Cardinal Syn,5.5
2493,/articles/2011/05/27/cargo-the-quest-for-gravity-review,[],2011-05-27T22:06:00.000Z,Cargo! The Quest for Gravity Review,5.5
2494,/articles/2010/03/17/car-jack-streets-review-2,['Lucas M. Thomas'],2010-03-17T19:00:00.000Z,Car Jack Streets Review,8
2495,/articles/2010/05/13/car-jack-streets-review,['Daemon Hatfield'],2010-05-13T19:54:00.000Z,Car Jack Streets Review,6
2496,/articles/2000/04/11/carmageddon,['Nix'],2000-04-11T23:30:00.000Z,Carmageddon,3
2497,/articles/2002/06/07/carmageddon-2-carpocalypse-now,['Rick Sanchez'],2002-06-07T07:00:00.000Z,Carmageddon 2: Carpocalypse Now,7
2498,/articles/1999/04/09/carmageddon-2-carpocalypse-now-3,[],1999-04-09T01:00:00.000Z,Carmageddon 2: Carpocalypse Now,7
2499,/articles/2000/12/05/carmageddon-3-tdr-2000,[],2000-12-05T01:00:00.000Z,Carmageddon 3: TDR 2000,5.8
2500,/articles/2000/07/29/carmageddon-64,['Matt Casamassina'],2000-07-29T00:00:00.000Z,Carmageddon 64,1.3
2501,/articles/2016/07/13/carmageddon-max-damage-review,['Ryan McCaffrey'],2016-07-13T01:35:44.000Z,Carmageddon: Max Damage Review,5.4
2502,/articles/2012/01/03/carmen-sandiego-adventures-in-math-the-big-ben-burglary-review,['Lucas M. Thomas'],2012-01-03T07:58:00.000Z,Carmen Sandiego Adventures in Math: The Big Ben Burglary Review,7
2503,/articles/2011/12/16/carmen-sandiego-adventures-in-math-the-lady-liberty-larceny-review,['Lucas M. Thomas'],2011-12-16T07:59:00.000Z,Carmen Sandiego Adventures in Math: The Lady Liberty Larceny Review,8
2504,/articles/2004/09/04/carmen-sandiego-secret-of-the-stolen-drums,['Juan Castro'],2004-09-04T00:00:00.000Z,Carmen Sandiego: Secret of the Stolen Drums,5.6
2505,/articles/2004/09/03/carmen-sandiego-secret-of-the-stolen-drums-2,['Juan Castro'],2004-09-03T23:21:00.000Z,Carmen Sandiego: Secret of the Stolen Drums,5.6
2506,/articles/1997/03/06/carnage-heart,[],1997-03-06T02:00:00.000Z,Carnage Heart,9.2
2507,/articles/2010/11/03/carneyvale-showtime-windows-phone-7-review,['Levi Buchanan'],2010-11-03T00:30:00.000Z,CarneyVale Showtime Windows Phone 7 Review,8.5
2508,/articles/2008/11/25/carnival-games-mini-golf-review,['Aaron Thornton'],2008-11-25T23:32:00.000Z,Carnival Games Mini Golf Review,3.5
2509,/articles/2011/04/12/carnival-games-monkey-see-monkey-do-review,[],2011-04-12T23:00:00.000Z,"Carnival Games: Monkey See, Monkey Do Review",6
2510,/articles/2007/09/17/carnival-games-review-2,[],2007-09-17T18:42:00.000Z,Carnival Games Review,6.5
2511,/articles/2008/09/26/carnival-games-review,['Craig Harris'],2008-09-26T20:32:00.000Z,Carnival Games Review,6.5
2512,/articles/2007/08/02/carnival-games-review-3,['Levi Buchanan'],2007-08-02T00:15:00.000Z,Carnival Games Review,4
2513,/articles/2009/11/05/carnival-king-review,['Lucas M. Thomas'],2009-11-05T00:55:00.000Z,Carnival King Review,6.5
2514,/articles/1998/12/31/carnivores,[],1998-12-31T02:00:00.000Z,Carnivores,7.3
2515,/articles/2002/04/09/carnivores-cityscape,['Ivan Sulic'],2002-04-09T07:00:00.000Z,Carnivores Cityscape,6.5
2516,/articles/2013/09/27/carnivores-dinosaur-hunter-hd-review,['Kallie Plagge'],2013-09-27T00:29:49.000Z,Carnivores: Dinosaur Hunter HD Review,4
2517,/articles/2001/01/30/carnivores-ice-age,[],2001-01-30T00:30:00.000Z,Carnivores: Ice Age,5.1
2518,/articles/2000/01/26/carnivores-ii,[],2000-01-26T01:00:00.000Z,Carnivores II,7.3
2519,/articles/2007/03/09/carol-vordermans-sudoku-review-3,['Greg Miller'],2007-03-09T02:10:00.000Z,Carol Vorderman's Sudoku Review,7.8
2520,/articles/2008/01/29/carol-vordermans-sudoku-review,['Greg Miller'],2008-01-29T19:44:00.000Z,Carol Vorderman's Sudoku Review,7.8
2521,/articles/2007/03/09/carol-vordermans-sudoku-review-2,['Greg Miller'],2007-03-09T02:25:00.000Z,Carol Vorderman's Sudoku Review,7.8
2522,/articles/2000/03/01/carrier,[],2000-03-01T01:00:00.000Z,Carrier,8
2523,/articles/carrion-review,['Mitchell Saltzman'],2020-07-27T21:31:57.000Z,Carrion Review,7
2524,/articles/2006/06/08/cars-3,['Craig Harris'],2006-06-08T21:18:00.000Z,Cars,5.8
2525,/articles/2011/06/22/cars-2-the-game-ds-review,['Nicole Tanner'],2011-06-22T23:23:30.000Z,Cars 2 The Game [DS] Review,6.5
2526,/articles/2011/06/23/cars-2-the-game-review,['Nicole Tanner'],2011-06-23T01:03:00.000Z,Cars 2 The Game Review,8
2527,/articles/2007/12/01/cars-mater-national-review,['Jack DeVries'],2007-12-01T00:34:00.000Z,Cars Mater-National Review,6.8
2528,/articles/2009/10/21/cars-race-o-rama-review,['Sam Bishop'],2009-10-21T20:28:00.000Z,Cars: Race-O-Rama Review,5
2529,/articles/2006/11/28/cars-review,['Mark Bozon'],2006-11-28T00:52:00.000Z,Cars Review,6.8
2530,/articles/2003/08/06/cartel-wars,['Levi Buchanan'],2003-08-06T02:51:00.000Z,Cartel Wars,7.5
2531,/articles/2001/06/01/cart-fury,['Doug Perry'],2001-06-01T07:00:00.000Z,Cart Fury,5.5
2532,/articles/2011/07/29/cartoon-network-punch-time-explosion-review,['Jack DeVries'],2011-07-29T23:08:00.000Z,Cartoon Network: Punch Time Explosion Review,4.5
2533,/articles/2011/12/13/cartoon-network-punch-time-explosion-xl-review,['Jack DeVries'],2011-12-13T23:37:00.000Z,Cartoon Network: Punch Time Explosion XL Review,5
2534,/articles/2007/01/11/cartoon-network-racing-review-2,['Lucas M. Thomas'],2007-01-11T18:43:00.000Z,Cartoon Network Racing Review,5.8
2535,/articles/2006/12/06/cartoon-network-racing-review,['Chris Roper'],2006-12-06T00:04:00.000Z,Cartoon Network Racing Review,3.4
2536,/articles/2003/11/21/cartoon-network-speedway,['Craig Harris'],2003-11-21T23:17:00.000Z,Cartoon Network Speedway,3
2537,/articles/2009/01/30/cartoon-network-universe-fusionfall-review,['Jimmy Thang'],2009-01-30T21:44:00.000Z,Cartoon Network Universe: FusionFall Review,7
2538,/articles/1997/10/10/cart-world-series,[],1997-10-10T01:00:00.000Z,CART World Series,7
2539,/articles/2002/01/26/car-tycoon,[],2002-01-26T00:30:00.000Z,Car Tycoon,4.2
2540,/articles/2004/03/04/carve-review,['Dave Clayman'],2004-03-04T18:18:00.000Z,Carve Review,5.5
2541,/articles/cascadia-board-game-review,['Matt Thrower'],2022-01-13T16:10:19.940Z,Cascadia Board Game Review,8
2542,/articles/2011/05/26/caseys-contraptions-review,['Anthony Gallegos'],2011-05-26T20:52:00.000Z,Casey's Contraptions Review,8
2543,/articles/2006/11/22/cash-guns-chaos-dlx-review,['Jeremy Dunham'],2006-11-22T20:39:00.000Z,Cash Guns Chaos DLX Review,4.1
2544,/articles/2002/10/07/casino-empire-review,['Ivan Sulic'],2002-10-07T07:00:00.000Z,Casino Empire Review,6.2
2545,/articles/2003/04/01/casino-inc,[],2003-04-01T08:00:00.000Z,Casino Inc.,7.6
2546,/articles/2006/11/22/casino-royale-review,['Levi Buchanan'],2006-11-22T22:24:00.000Z,Casino Royale Review,6.3
2547,/articles/2001/12/18/casino-tycoon,[],2001-12-18T00:30:00.000Z,Casino Tycoon,6.2
2548,/articles/2000/05/31/casper-3,['Nix'],2000-05-31T23:30:00.000Z,Casper,5
2549,/articles/1996/11/22/casper-4,[],1996-11-22T02:00:00.000Z,Casper,4
2550,/articles/2002/11/12/casper-spirit-dimensions,['Dave Zdyrko'],2002-11-12T08:00:00.000Z,Casper: Spirit Dimensions,5.5
2551,/articles/2001/10/01/casper-spirit-dimensions-3,['David Zdyrko'],2001-10-01T07:00:00.000Z,Casper: Spirit Dimensions,6
2552,/articles/2011/12/08/castle-conqueror-against-review,['Lucas M. Thomas'],2011-12-08T23:26:00.000Z,Castle Conqueror -- Against Review,7
2553,/articles/2011/11/11/castle-conqueror-heroes-review,['Lucas M. Thomas'],2011-11-11T07:58:00.000Z,Castle Conqueror -- Heroes Review,7.5
2554,/articles/2011/10/21/castle-conqueror-revolution-review,['Lucas M. Thomas'],2011-10-21T06:59:00.000Z,Castle Conqueror -- Revolution Review,7.5
2555,/articles/2008/08/27/castle-crashers-review-2,['Hilary Goldstein'],2008-08-27T07:01:00.000Z,Castle Crashers Review,9
2556,/articles/2010/09/03/castle-crashers-review,['Kristine Steimer'],2010-09-03T01:00:00.000Z,Castle Crashers Review,8.5
2557,/articles/2013/09/03/castle-of-illusion-starring-mickey-mouse-hd-review,['Richard Cobbett'],2013-09-03T20:43:08.000Z,Castle of Illusion Starring Mickey Mouse HD Review,6.7
2558,/articles/2008/12/12/castle-of-magic-mobile-review,['Levi Buchanan'],2008-12-12T20:19:00.000Z,Castle of Magic Mobile Review,8.5
2559,/articles/2009/11/26/castle-of-magic-review,['Lucas M. Thomas'],2009-11-26T00:55:00.000Z,Castle of Magic Review,7.5
2560,/articles/2009/06/24/castle-of-magic-review-2,['Levi Buchanan'],2009-06-24T22:30:00.000Z,Castle of Magic Review,7.2
2561,/articles/2008/05/09/castle-of-shikigami-iii-review,['Daemon Hatfield'],2008-05-09T20:45:00.000Z,Castle of Shikigami III Review,7.9
2562,/articles/2003/04/18/castles-catapults,['Dan Adams'],2003-04-18T07:00:00.000Z,Castles & Catapults,2
2563,/articles/2013/06/03/castlestorm-review,['Leif Johnson'],2013-06-03T22:24:34.000Z,CastleStorm Review,8
2564,/articles/2019/05/24/castlevania-anniversary-collection-review,['Samuel Claiborn'],2019-05-24T21:20:29.000Z,Castlevania Anniversary Collection Review,8
2565,/articles/2003/05/05/castlevania-aria-of-sorrow,['Craig Harris'],2003-05-05T07:00:00.000Z,Castlevania: Aria of Sorrow,9.3
2566,/articles/2001/10/24/castlevania-chronicles,['David Smith'],2001-10-24T23:30:00.000Z,Castlevania Chronicles,7.8
2567,/articles/2001/06/14/castlevania-circle-of-the-moon,['Craig Harris'],2001-06-14T23:30:00.000Z,Castlevania: Circle of the Moon,9
2568,/articles/2004/10/26/castlevania,['Craig Harris'],2004-10-26T23:34:00.000Z,Castlevania (Classic NES Series) Review,8
2569,/articles/2005/11/01/castlevania-curse-of-darkness,['Chris Roper'],2005-11-01T02:16:00.000Z,Castlevania: Curse of Darkness,7.8
2570,/articles/2005/10/04/castlevania-dawn-of-sorrow,['Craig Harris'],2005-10-04T22:28:00.000Z,Castlevania: Dawn of Sorrow,9.3
2571,/articles/2011/09/28/castlevania-harmony-of-despair-review,['Daemon Hatfield'],2011-09-28T21:40:00.000Z,Castlevania: Harmony of Despair Review,7.5
2572,/articles/2010/08/02/castlevania-harmony-of-despair-review-2,['Daemon Hatfield'],2010-08-02T15:55:00.000Z,Castlevania: Harmony of Despair Review,7.5
2573,/articles/2002/09/16/castlevania-harmony-of-dissonance,['Craig Harris'],2002-09-16T07:00:00.000Z,Castlevania: Harmony of Dissonance,9.2
2574,/articles/2009/01/13/castlevania-iii-draculas-curse-review,['Lucas M. Thomas'],2009-01-13T00:55:00.000Z,Castlevania III: Dracula's Curse Review,9
2575,/articles/2007/11/01/castlevania-ii-simons-quest-review,['Lucas M. Thomas'],2007-11-01T00:55:00.000Z,Castlevania II: Simon's Quest Review,7
2576,/articles/2008/11/18/castlevania-judgment-review,['Mark Bozon'],2008-11-18T23:30:00.000Z,Castlevania Judgment Review,7.5
2577,/articles/2003/10/21/castlevania-lament-of-innocence-2,['Jeremy Dunham'],2003-10-21T05:37:00.000Z,Castlevania: Lament of Innocence,9
2578,/articles/1999/12/10/castlevania-legacy-of-darkness,['Matt Casamassina'],1999-12-10T01:00:00.000Z,Castlevania: Legacy of Darkness,6.8
2579,/articles/2014/02/25/castlevania-lords-of-shadow-2-review,['Colin Moriarty'],2014-02-25T08:01:36.000Z,Castlevania: Lords of Shadow 2 Review,6.5
2580,/articles/2013/03/05/castlevania-lords-of-shadow-mirror-of-fate-review,['Colin Moriarty'],2013-03-05T08:01:46.000Z,Castlevania: Lords of Shadow – Mirror of Fate Review,4.7
2581,/articles/2010/09/29/castlevania-lords-of-shadow-review,['Daemon Hatfield'],2010-09-29T20:40:00.000Z,Castlevania: Lords of Shadow Review,7.5
2582,/articles/2010/10/07/castlevania-lords-of-shadow-uk-review,['Matt Wales'],2010-10-07T17:30:00.000Z,Castlevania: Lords of Shadow UK Review,8.5
2583,/articles/2004/02/24/castlevania-4,['Levi Buchanan'],2004-02-24T02:00:00.000Z,Castlevania Mobile Review,9
2584,/articles/2008/10/21/castlevania-order-of-ecclesia-review,['Mark Bozon'],2008-10-21T06:32:00.000Z,Castlevania: Order of Ecclesia Review,9
2585,/articles/2007/09/21/castlevania-order-of-shadows-review,['Eduardo Vasconcellos'],2007-09-21T21:53:00.000Z,Castlevania: Order of Shadows Review,6.7
2586,/articles/2006/12/06/castlevania-portrait-of-ruin-review,['Craig Harris'],2006-12-06T00:10:00.000Z,Castlevania: Portrait of Ruin Review,8.9
2587,/articles/2007/03/07/castlevania-portrait-of-ruin-uk-review,[],2007-03-07T17:33:00.000Z,Castlevania: Portrait of Ruin UK Review,8.8
2588,/articles/2010/07/26/castlevania-puzzle-encore-of-the-night-review,['Levi Buchanan'],2010-07-26T18:00:00.000Z,Castlevania Puzzle: Encore of the Night Review,7.4
2589,/articles/2007/05/01/castlevania-review,[],2007-05-01T00:54:00.000Z,Castlevania Review,7.5
2590,/articles/1999/01/28/castlevania-2,['Peer Schneider'],1999-01-28T02:00:00.000Z,Castlevania Review,8.2
2591,/articles/2010/03/26/castlevania-rondo-of-blood-review,['Lucas M. Thomas'],2010-03-26T23:00:00.000Z,Castlevania: Rondo of Blood Review,9
2592,/articles/1997/10/03/castlevania-symphony-of-the-night,[],1997-10-03T00:00:00.000Z,Castlevania: Symphony of the Night,9
2593,/articles/2007/11/29/castlevania-symphony-of-the-night-review-3,['Sam Bishop'],2007-11-29T20:52:00.000Z,Castlevania: Symphony of the Night Review,9.5
2594,/articles/2007/11/30/castlevania-symphony-of-the-night-review-2,['Sam Bishop'],2007-11-30T02:17:00.000Z,Castlevania: Symphony of the Night Review,9.5
2595,/articles/2007/03/22/castlevania-symphony-of-the-night-review,['Mark Bozon'],2007-03-22T22:57:00.000Z,Castlevania: Symphony of the Night Review,9
2596,/articles/2010/01/07/castlevania-the-adventure-rebirth-review,['Daemon Hatfield'],2010-01-07T23:26:00.000Z,Castlevania the Adventure Rebirth Review,8
2597,/articles/2007/10/25/castlevania-the-dracula-x-chronicles-review,['Ryan Clements'],2007-10-25T01:46:00.000Z,Castlevania: The Dracula X Chronicles Review,8
2598,/articles/1999/06/02/castrol-honda-superbike-racing,['Doug Perry'],1999-06-02T00:00:00.000Z,Castrol Honda Superbike Racing,4
2599,/articles/1998/09/02/castrol-honda-superbike-world-champions,[],1998-09-02T00:00:00.000Z,Castrol Honda Superbike World Champions,7.5
2600,/articles/catan-3d-review,['Wesley LeBlanc'],2021-09-28T19:24:57.306Z,Catan 3D Review,6
2601,/articles/2007/05/04/catan-review-2,['Erik Brudvig'],2007-05-04T22:21:00.000Z,Catan Review,7.7
2602,/articles/2009/11/11/catan-review,['Levi Buchanan'],2009-11-11T21:01:00.000Z,Catan Review,7.5
2603,/articles/2007/03/19/caterpillar-review,['Levi Buchanan'],2007-03-19T19:38:00.000Z,Caterpillar Review,5
2604,/articles/2019/09/04/catherine-full-body-review,['Mitchell Saltzman'],2019-09-04T16:00:35.000Z,Catherine: Full Body Review,8.8
2605,/articles/2011/07/26/catherine-review,['Colin Moriarty'],2011-07-26T17:00:00.000Z,Catherine Review,9
2606,/articles/2011/07/15/catherine-review-2,['Colin Moriarty'],2011-07-15T20:40:00.000Z,Catherine Review,9
2607,/articles/2011/10/14/catrap-review,['Lucas M. Thomas'],2011-10-14T06:59:00.000Z,Catrap Review,8.5
2608,/articles/2004/07/21/catwoman-5,[],2004-07-21T01:07:00.000Z,Catwoman,4
2609,/articles/2004/08/03/catwoman-2,['Craig Harris'],2004-08-03T21:15:00.000Z,Catwoman,6.5
2610,/articles/2004/07/31/catwoman-3,[],2004-07-31T00:59:00.000Z,Catwoman,3.8
2611,/articles/2004/07/20/catwoman-7,[],2004-07-20T19:33:00.000Z,Catwoman,4
2612,/articles/2004/07/21/catwoman-6,[],2004-07-21T01:01:00.000Z,Catwoman,4
2613,/articles/2000/02/02/catwoman-11,['Nix'],2000-02-02T00:30:00.000Z,Catwoman,3
2614,/articles/2000/01/15/catz-2,['Craig Harris'],2000-01-15T00:30:00.000Z,Catz,5
2615,/articles/2007/03/06/catz-review,['Lucas M. Thomas'],2007-03-06T01:49:00.000Z,Catz Review,5
2616,/articles/2007/05/16/catz-review-2,['Levi Buchanan'],2007-05-16T19:25:00.000Z,Catz Review,7.9
2617,/articles/2011/11/12/cave-story-3d-review,['Audrey Drake'],2011-11-12T02:28:00.000Z,Cave Story 3D Review,8.5
2618,/articles/2010/03/19/cave-story-review,['Daemon Hatfield'],2010-03-19T22:14:00.000Z,Cave Story Review,8.5
2619,/articles/2004/04/24/cbs-sportsline-baseball,['Levi Buchanan'],2004-04-24T00:33:00.000Z,CBS Sportsline Baseball,8
2620,/articles/2005/04/16/cbs-sportslinecom-baseball-2005,['Levi Buchanan'],2005-04-16T08:29:00.000Z,CBS Sportsline.com Baseball 2005,7.9
2621,/articles/2004/08/12/cbs-sportsline-track-field,['Levi Buchanan'],2004-08-12T01:36:00.000Z,CBS Sportsline Track & Field,8
2622,/articles/2002/01/11/cel-damage,['Fran Mirabella III'],2002-01-11T08:00:00.000Z,Cel Damage,6.3
2623,/articles/2001/11/07/cel-damage-3,[],2001-11-07T00:30:00.000Z,Cel Damage,6.5
2624,/articles/2003/10/31/celebrity-deathmatch,[],2003-10-31T01:28:00.000Z,Celebrity Deathmatch,5
2625,/articles/2003/10/30/celebrity-deathmatch-soundtrack-for-the-slaughter,[],2003-10-30T23:09:00.000Z,Celebrity Deathmatch: Soundtrack For The Slaughter,4
